SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019,NPOPCHG_2010,NPOPCHG_2011,NPOPCHG_2012,NPOPCHG_2013,NPOPCHG_2014,NPOPCHG_2015,NPOPCHG_2016,NPOPCHG_2017,NPOPCHG_2018,NPOPCHG_2019,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,BIRTHS2014,BIRTHS2015,BIRTHS2016,BIRTHS2017,BIRTHS2018,BIRTHS2019,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,DEATHS2014,DEATHS2015,DEATHS2016,DEATHS2017,DEATHS2018,DEATHS2019,NATURALINC2010,NATURALINC2011,NATURALINC2012,NATURALINC2013,NATURALINC2014,NATURALINC2015,NATURALINC2016,NATURALINC2017,NATURALINC2018,NATURALINC2019,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,INTERNATIONALMIG2013,INTERNATIONALMIG2014,INTERNATIONALMIG2015,INTERNATIONALMIG2016,INTERNATIONALMIG2017,INTERNATIONALMIG2018,INTERNATIONALMIG2019,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,DOMESTICMIG2013,DOMESTICMIG2014,DOMESTICMIG2015,DOMESTICMIG2016,DOMESTICMIG2017,DOMESTICMIG2018,DOMESTICMIG2019,NETMIG2010,NETMIG2011,NETMIG2012,NETMIG2013,NETMIG2014,NETMIG2015,NETMIG2016,NETMIG2017,NETMIG2018,NETMIG2019,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,RESIDUAL2014,RESIDUAL2015,RESIDUAL2016,RESIDUAL2017,RESIDUAL2018,RESIDUAL2019,GQESTIMATESBASE2010,GQESTIMATES2010,GQESTIMATES2011,GQESTIMATES2012,GQESTIMATES2013,GQESTIMATES2014,GQESTIMATES2015,GQESTIMATES2016,GQESTIMATES2017,GQESTIMATES2018,GQESTIMATES2019,RBIRTH2011,RBIRTH2012,RBIRTH2013,RBIRTH2014,RBIRTH2015,RBIRTH2016,RBIRTH2017,RBIRTH2018,RBIRTH2019,RDEATH2011,RDEATH2012,RDEATH2013,RDEATH2014,RDEATH2015,RDEATH2016,RDEATH2017,RDEATH2018,RDEATH2019,RNATURALINC2011,RNATURALINC2012,RNATURALINC2013,RNATURALINC2014,RNATURALINC2015,RNATURALINC2016,RNATURALINC2017,RNATURALINC2018,RNATURALINC2019,RINTERNATIONALMIG2011,RINTERNATIONALMIG2012,RINTERNATIONALMIG2013,RINTERNATIONALMIG2014,RINTERNATIONALMIG2015,RINTERNATIONALMIG2016,RINTERNATIONALMIG2017,RINTERNATIONALMIG2018,RINTERNATIONALMIG2019,RDOMESTICMIG2011,RDOMESTICMIG2012,RDOMESTICMIG2013,RDOMESTICMIG2014,RDOMESTICMIG2015,RDOMESTICMIG2016,RDOMESTICMIG2017,RDOMESTICMIG2018,RDOMESTICMIG2019,RNETMIG2011,RNETMIG2012,RNETMIG2013,RNETMIG2014,RNETMIG2015,RNETMIG2016,RNETMIG2017,RNETMIG2018,RNETMIG2019
50,3,5,13,5,Georgia,Bacon County,11096,11097,11062,11145,11150,11173,11178,11231,11275,11205,11132,11164,-35,83,5,23,5,53,44,-70,-73,32,38,136,170,141,131,167,152,164,157,158,58,136,113,117,133,127,133,133,134,108,-20,0,57,24,-2,40,19,31,23,50,0,-4,1,8,4,-3,-5,-5,-5,-5,-14,87,-55,-7,5,18,31,-98,-90,-14,-14,83,-54,1,9,15,26,-103,-95,-19,-1,0,2,-2,-2,-2,-1,2,-1,1,325,338,360,339,325,306,325,325,325,323,296,12.24839015,15.25005607,12.63271066,11.7220706,14.90472578,13.50750911,14.59074733,14.05739356,14.17294582,12.24839015,10.13680197,10.48246204,11.90103351,11.33473158,11.81907047,11.83274021,11.99803017,9.687836383,0,5.113254093,2.150248623,-0.17896291,3.569994199,1.688438639,2.758007117,2.059363388,4.485109437,-0.360246769,0.089706212,0.716749541,0.35792582,-0.267749565,-0.444325958,-0.444839858,-0.447687693,-0.448510944,7.835367227,-4.933841669,-0.627155848,0.447407275,1.606497389,2.754820937,-8.71886121,-8.058378475,-1.255830642,7.475120458,-4.844135456,0.089593693,0.805333095,1.338747825,2.310494979,-9.163701068,-8.506066168,-1.704341586
50,3,5,13,7,Georgia,Baker County,3451,3447,3431,3311,3372,3348,3288,3194,3183,3159,3086,3038,-16,-120,61,-24,-60,-94,-11,-24,-73,-48,4,35,37,31,25,38,28,30,37,30,2,27,16,25,23,44,31,44,18,22,2,8,21,6,2,-6,-3,-14,19,8,0,2,2,3,-1,0,-1,-1,-1,-1,-19,-131,38,-33,-61,-90,-6,-10,-90,-55,-19,-129,40,-30,-62,-90,-7,-11,-91,-56,1,1,0,0,0,2,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,10.38267576,11.07287147,9.226190476,7.534659433,11.7247763,8.781558727,9.460737938,11.84947958,9.797517962,8.009492732,4.788268742,7.440476191,6.931886679,13.57605677,9.722440019,13.87574898,5.764611689,7.184846506,2.373183032,6.284602723,1.785714286,0.602772755,-1.851280469,-0.940881292,-4.415011038,6.084867894,2.612671457,0.593295758,0.598533593,0.892857143,-0.301386377,0,-0.313627097,-0.315357931,-0.320256205,-0.326583932,-38.86087214,11.37213826,-9.821428571,-18.38456902,-27.76920703,-1.881762584,-3.153579313,-28.82305845,-17.96211626,-38.26757639,11.97067185,-8.928571429,-18.68595539,-27.76920703,-2.195389682,-3.468937244,-29.14331465,-18.2887002
50,3,5,13,9,Georgia,Baldwin County,45720,45840,45704,45175,46510,46178,45910,45549,45259,44963,44893,44890,-136,-529,1335,-332,-268,-361,-290,-296,-70,-3,120,499,464,484,455,489,432,385,431,411,129,370,399,372,402,414,434,492,494,480,-9,129,65,112,53,75,-2,-107,-63,-69,7,18,28,23,18,36,56,34,26,27,-140,-679,1186,-473,-338,-475,-345,-223,-32,42,-133,-661,1214,-450,-320,-439,-289,-189,-6,69,6,3,56,6,-1,3,1,0,-1,-3,4655,4569,4578,5906,5768,5896,5721,5710,5567,5682,5828,10.98163492,10.12161204,10.44363888,9.881852141,10.69331613,9.514580213,8.53450378,9.593126781,9.155408039,8.142695232,8.703713803,8.026929052,8.730779255,9.05323697,9.558629196,10.9064308,10.99537037,10.69244735,2.838939689,1.417898239,2.416709822,1.151072887,1.640079161,-0.044048982,-2.371927024,-1.40224359,-1.537039306,0.396131119,0.610786934,0.496288624,0.390930414,0.787237997,1.233371509,0.753696438,0.578703704,0.601450163,-14.94294612,25.8711894,-10.20628345,-7.340804448,-10.38716802,-7.598449476,-4.943361929,-0.712250712,0.935589143,-14.546815,26.48197633,-9.709994821,-6.949874034,-9.599930023,-6.365077967,-4.189665492,-0.133547009,1.537039306
50,3,5,13,11,Georgia,Banks County,18395,18379,18410,18249,18131,18221,18226,18381,18325,18628,18972,19234,31,-161,-118,90,5,155,-56,303,344,262,50,180,182,161,211,236,196,186,209,219,21,135,171,133,141,187,175,158,171,158,29,45,11,28,70,49,21,28,38,61,1,-2,3,2,5,23,25,15,11,11,2,-206,-131,62,-70,86,-101,259,296,191,3,-208,-128,64,-65,109,-76,274,307,202,-1,2,-1,-2,0,-3,-1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,9.82023514,10.00549753,8.857834507,11.57845639,12.89370885,10.67945295,10.06684166,11.11702128,11.46416793,7.365176355,9.400769654,7.317341549,7.737262326,10.21662524,9.535225849,8.551403134,9.095744681,8.270952207,2.455058785,0.604727873,1.540492958,3.841194063,2.677083618,1.144227102,1.51543853,2.021276596,3.193215725,-0.109113724,0.164925783,0.110035211,0.274371005,1.25659027,1.362175121,0.81184207,0.585106383,0.575825787,-11.23871355,-7.201759208,3.411091549,-3.841194063,4.698554921,-5.50318749,14.0178064,15.74468085,9.998429566,-11.34782727,-7.036833425,3.521126761,-3.566823058,5.955145191,-4.141012369,14.82964847,16.32978723,10.57425535
50,3,5,13,13,Georgia,Barrow County,69367,69356,69676,69844,70135,71239,72849,74979,77000,78899,80834,83240,320,168,291,1104,1610,2130,2021,1899,1935,2406,263,1075,1077,1061,988,1036,1058,1032,1021,1062,141,514,493,509,565,538,600,588,675,659,122,561,584,552,423,498,458,444,346,403,15,50,12,21,21,81,102,52,44,44,170,-443,-299,526,1142,1527,1453,1395,1537,1949,185,-393,-287,547,1163,1608,1555,1447,1581,1993,13,0,-6,5,24,24,8,8,8,10,289,289,319,290,287,336,289,289,398,318,360,15.40997706,15.38802249,15.00983208,13.71384154,14.0162892,13.9229762,13.23934086,12.78383302,12.94537831,7.368119266,7.04391373,7.200758272,7.842429626,7.278729334,7.895827713,7.543345371,8.451603614,8.032960737,8.041857798,8.344108759,7.809073804,5.871411915,6.737559867,6.027148488,5.695995484,4.332229408,4.912417568,0.716743119,0.17145429,0.29708433,0.291488535,1.095868171,1.342290711,0.66709857,0.550919347,0.536343357,-6.350344037,-4.272069382,7.441255111,15.85142413,20.65914441,19.12106278,17.89620203,19.24461445,23.7575728,-5.633600917,-4.100615092,7.73833944,16.14291266,21.75501258,20.46335349,18.5633006,19.7955338,24.29391616
50,3,5,13,15,Georgia,Bartow County,100157,100092,100050,100116,100240,100917,101233,102043,103338,105098,106378,107738,-42,66,124,677,316,810,1295,1760,1280,1360,352,1281,1240,1274,1315,1344,1321,1387,1235,1268,236,837,760,844,846,847,915,835,978,982,116,444,480,430,469,497,406,552,257,286,3,12,7,-6,-13,37,66,27,19,20,-165,-389,-358,263,-117,285,822,1180,1001,1050,-162,-377,-351,257,-130,322,888,1207,1020,1070,4,-1,-5,-10,-23,-9,1,1,3,4,990,990,988,1001,965,943,981,965,977,977,1034,12.79937652,12.37796722,12.66672301,13.01014098,13.2234007,12.86389686,13.3086415,11.67981237,11.84404715,8.363058661,7.586496037,8.39145543,8.370022261,8.333497314,8.910269207,8.012051661,9.249276514,9.172598031,4.436317856,4.791471181,4.275267577,4.640118724,4.889903383,3.953627648,5.296589841,2.430535853,2.671449121,0.119900483,0.069875621,-0.059654896,-0.128617363,0.364037073,0.642707943,0.259072329,0.179689421,0.186814624,-3.886773978,-3.573638923,2.61487296,-1.15755627,2.804069344,8.004635288,11.32242031,9.466795287,9.807767752,-3.766873495,-3.503763301,2.555218064,-1.286173633,3.168106417,8.64734323,11.58149264,9.646484708,9.994582376
50,3,5,13,17,Georgia,Ben Hill County,17634,17660,17645,17591,17601,17450,17449,17357,17251,17037,16822,16700,-15,-54,10,-151,-1,-92,-106,-214,-215,-122,60,262,263,191,226,250,231,210,209,197,63,207,207,213,208,211,238,219,218,225,-3,55,56,-22,18,39,-7,-9,-9,-28,-1,-4,-4,-5,-1,3,11,7,6,6,-9,-106,-42,-121,-16,-134,-110,-212,-211,-100,-10,-110,-46,-126,-17,-131,-99,-205,-205,-94,-2,1,0,-3,-2,0,0,0,-1,0,308,308,308,312,299,311,314,297,309,342,297,14.8711545,14.94657877,10.89840518,12.95166051,14.36533931,13.34951456,12.24918339,12.34531439,11.75347533,11.74934726,11.76403728,12.15371887,11.92011232,12.12434638,13.75404531,12.77414839,12.8769308,13.42402005,3.121807243,3.182541487,-1.255313686,1.031548182,2.240992932,-0.404530744,-0.524965002,-0.531616409,-1.670544717,-0.227040527,-0.227324392,-0.285298565,-0.057308232,0.172384072,0.63569117,0.408306113,0.35441094,0.357973868,-6.016573958,-2.386906115,-6.904225272,-0.916931717,-7.69982187,-6.356911697,-12.36584228,-12.46345137,-5.966231132,-6.243614485,-2.614230507,-7.189523837,-0.97423995,-7.527437798,-5.721220527,-11.95753616,-12.10904043,-5.608257264
50,3,5,13,19,Georgia,Berrien County,19286,19293,19361,19378,19160,19059,18813,18991,18996,19108,19266,19397,68,17,-218,-101,-246,178,5,112,158,131,56,224,216,212,237,270,246,210,228,236,21,204,183,208,186,217,222,224,200,237,35,20,33,4,51,53,24,-14,28,-1,0,6,35,26,14,34,28,18,15,12,34,-11,-292,-134,-316,93,-46,108,118,120,34,-5,-257,-108,-302,127,-18,126,133,132,-1,2,6,3,5,-2,-1,0,-3,0,176,183,213,343,197,182,193,191,206,178,202,11.56457317,11.20971509,11.0939585,12.51584284,14.28420273,12.9517993,11.02246483,11.88304581,12.20805421,10.53202199,9.497119726,10.88463853,9.822560203,11.48026664,11.68820912,11.75729582,10.4237244,12.25978326,1.032551176,1.71259536,0.209319972,2.693282636,2.803936091,1.263590176,-0.734830989,1.459321416,-0.051729043,0.309765353,1.816389019,1.360579816,0.739332488,1.798751455,1.474188538,0.9447827,0.78177933,0.620748519,-0.567903147,-15.1538741,-7.012219053,-16.68779045,4.920114274,-2.42188117,5.6686962,6.149997394,6.207485193,-0.258137794,-13.33748508,-5.651639237,-15.94845796,6.718865729,-0.947692632,6.6134789,6.931776724,6.828233712
50,3,5,13,21,Georgia,Bibb County,155547,155783,155814,156211,156606,155031,154329,153945,153152,152840,152903,153159,31,397,395,-1575,-702,-384,-793,-312,63,256,563,2292,2323,2168,2211,2224,2082,2071,2001,2074,389,1607,1542,1690,1525,1673,1620,1662,1683,1745,174,685,781,478,686,551,462,409,318,329,33,106,191,225,159,201,249,160,136,130,-160,-390,-550,-2327,-1563,-1128,-1505,-876,-388,-193,-127,-284,-359,-2102,-1404,-927,-1256,-716,-252,-63,-16,-4,-27,49,16,-8,1,-5,-3,-10,6051,6015,6025,6226,6134,6032,6156,6117,6043,6051,6736,14.69113052,14.852134,13.91362386,14.29402638,14.4287225,13.55923373,13.5363016,13.08942478,13.55280956,10.30045669,9.858799234,10.84595218,9.859063874,10.85398055,10.55041241,10.8630291,11.00924633,11.40291836,4.390673824,4.993334761,3.067671682,4.434962503,3.57474195,3.008821317,2.673272504,2.080178451,2.149891199,0.679432738,1.221161254,1.443987717,1.027928627,1.304034722,1.621637463,1.045778975,0.889636067,0.849501082,-2.499799696,-3.51643293,-14.93404185,-10.10473235,-7.318165009,-9.801463381,-5.725639886,-2.538079367,-1.261182375,-1.820366958,-2.295271676,-13.49005413,-9.076803724,-6.014130287,-8.179825918,-4.679860911,-1.6484433,-0.411681293
50,3,5,13,23,Georgia,Bleckley County,13063,13064,13036,13082,12890,12744,12713,12714,12864,12764,12821,12873,-28,46,-192,-146,-31,1,150,-100,57,52,27,144,131,121,136,142,128,141,124,129,52,154,133,140,156,135,142,153,121,110,-25,-10,-2,-19,-20,7,-14,-12,3,19,1,9,10,18,7,11,11,5,5,5,-4,47,-209,-147,-16,-17,152,-93,51,28,-3,56,-199,-129,-9,-6,163,-88,56,33,0,0,9,2,-2,0,1,0,-2,0,1439,1403,1388,1259,1247,1266,1183,1365,1305,1308,1410,11.02687802,10.08778685,9.440586721,10.68468398,11.16922956,10.00860114,11.00358982,9.693179597,10.04125477,11.79263343,10.24179886,10.9229929,12.25596103,10.61863374,11.10329189,11.94006555,9.458667188,8.562310267,-0.765755418,-0.154012013,-1.482406179,-1.571277055,0.550595823,-1.09469075,-0.93647573,0.23451241,1.478944501,0.689179876,0.770060065,1.404384801,0.549946969,0.865222008,0.860114161,0.390198221,0.390854016,0.389195921,3.599050463,-16.09425535,-11.46914255,-1.257021644,-1.337161285,11.88521386,-7.257686905,3.986710964,2.179497159,4.288230339,-15.32419529,-10.06475774,-0.707074675,-0.471939277,12.74532802,-6.867488684,4.37756498,2.56869308
50,3,5,13,25,Georgia,Brantley County,18411,18428,18479,18561,18532,18257,18366,18437,18415,18832,18985,19109,51,82,-29,-275,109,71,-22,417,153,124,50,192,188,226,200,217,233,224,238,221,20,185,182,190,172,178,200,182,219,216,30,7,6,36,28,39,33,42,19,5,-1,-11,-13,-21,-15,-8,6,2,1,1,22,87,-22,-296,99,41,-61,372,133,118,21,76,-35,-317,84,33,-55,374,134,119,0,-1,0,6,-3,-1,0,1,0,0,66,66,93,76,61,63,63,58,65,79,89,10.36717063,10.13668347,12.28628123,10.92209814,11.79251691,12.6451753,12.02781432,12.5869318,11.60287709,9.989200864,9.813172297,10.32917448,9.393004396,9.673124474,10.85422772,9.772599136,11.58209271,11.34036856,0.377969762,0.323511175,1.957106744,1.529093739,2.119392441,1.790947574,2.255215185,1.004839094,0.262508532,-0.593952484,-0.700940878,-1.141645601,-0.81915736,-0.434747167,0.325626832,0.107391199,0.052886268,0.052501706,4.69762419,-1.18620764,-16.09176656,5.406438577,2.228079233,-3.310539455,19.97476307,7.033873655,6.195201344,4.103671706,-1.887148519,-17.23341216,4.587281217,1.793332065,-2.984912623,20.08215427,7.086759923,6.24770305
50,3,5,13,27,Georgia,Brooks County,16243,16314,16246,15982,15617,15649,15526,15670,15725,15617,15479,15457,-68,-264,-365,32,-123,144,55,-108,-138,-22,45,195,222,225,213,191,186,183,175,149,61,177,156,205,198,200,197,225,190,199,-16,18,66,20,15,-9,-11,-42,-15,-50,-2,2,7,12,17,21,28,13,12,12,-51,-285,-450,-2,-158,130,39,-79,-134,17,-53,-283,-443,10,-141,151,67,-66,-122,29,1,1,12,2,3,2,-1,0,-1,-1,81,81,81,81,83,88,168,170,79,75,49,12.10127839,14.05107757,14.39263097,13.66479551,12.24515964,11.84902055,11.67762108,11.25546694,9.632790277,10.98423731,9.873730181,13.113286,12.70248597,12.82215669,12.54976907,14.35773084,12.22022125,12.86527024,1.117041082,4.177347384,1.279344975,0.962309543,-0.576997051,-0.700748527,-2.680109757,-0.964754309,-3.232479959,0.124115676,0.443051995,0.767606985,1.090617482,1.346326452,1.783723523,0.829557782,0.771803447,0.77579519,-17.6864838,-28.48191398,-0.127934498,-10.13632719,8.334401846,2.48447205,-5.041158828,-8.618471829,1.099043186,-17.56236813,-28.03886199,0.639672488,-9.045709703,9.680728299,4.268195573,-4.211601047,-7.846668382,1.874838376
50,3,5,13,29,Georgia,Bryan County,30233,30215,30377,31267,32251,33034,33664,34792,35839,36999,38059,39627,162,890,984,783,630,1128,1047,1160,1060,1568,111,427,516,493,496,539,515,504,534,541,32,238,219,236,237,232,254,275,274,258,79,189,297,257,259,307,261,229,260,283,-1,8,111,62,36,68,40,9,-21,-3,84,689,563,456,338,746,746,919,820,1289,83,697,674,518,374,814,786,928,799,1286,0,4,13,8,-3,7,0,3,1,-1,98,99,99,99,99,99,101,98,98,99,98,13.85374083,16.24736295,15.10300988,14.87300969,15.74734136,14.5828319,13.83893023,14.22899624,13.92786345,7.721757186,6.895683113,7.229838401,7.10665987,6.778076429,7.192309326,7.551003597,7.301020544,6.64212342,6.131983648,9.351679839,7.873171479,7.766349816,8.969264929,7.390522575,6.287926632,6.927975699,7.28574003,0.259554863,3.495072263,1.899364326,1.079492639,1.986677574,1.132647138,0.247123754,-0.559567268,-0.077233993,22.35416261,17.72725842,13.96951827,10.13523644,21.79502162,21.12386912,25.23408111,21.84976951,33.18487244,22.61371748,21.22233068,15.86888259,11.21472908,23.78169919,22.25651626,25.48120487,21.29020224,33.10763844
50,3,5,13,31,Georgia,Bulloch County,70217,70243,70559,72637,73102,71816,72651,73116,74642,75991,77242,79608,316,2078,465,-1286,835,465,1526,1349,1251,2366,186,842,811,858,837,928,896,873,931,890,145,494,468,488,465,514,530,565,552,561,41,348,343,370,372,414,366,308,379,329,22,85,135,129,108,105,153,112,104,84,233,1628,1,-1850,356,-47,1000,925,762,1935,255,1713,136,-1721,464,58,1153,1037,866,2019,20,17,-14,65,-1,-7,7,4,6,18,4818,4796,4773,4980,5150,5514,5307,5343,5314,5507,6529,11.76010503,11.1294849,11.84117915,11.58742135,12.73264868,12.12793893,11.59108562,12.15142952,11.34842206,6.899634068,6.422440116,6.734843153,6.437456305,7.052350669,7.173892446,7.50167626,7.204714389,7.153331208,4.860470963,4.707044786,5.106335997,5.149965044,5.68029801,4.954046481,4.089409359,4.946715133,4.195090851,1.187184,1.852626956,1.780317145,1.495151142,1.440655292,2.070953857,1.487057949,1.357409957,1.071087026,22.73806531,0.013723163,-25.53167998,4.928461171,-0.64486475,13.53564612,12.28150538,9.945638342,24.6732547,23.92524931,1.866350119,-23.75136284,6.423612313,0.795790542,15.60659998,13.76856333,11.3030483,25.74434173
50,3,5,13,33,Georgia,Burke County,23316,23326,23336,23506,23048,22824,22621,22632,22601,22545,22439,22383,10,170,-458,-224,-203,11,-31,-56,-106,-56,81,324,319,307,325,320,321,327,310,290,89,239,228,217,265,232,264,240,252,247,-8,85,91,90,60,88,57,87,58,43,-1,-4,-3,0,-1,1,8,0,-1,-2,20,90,-565,-318,-265,-77,-94,-143,-164,-96,19,86,-568,-318,-266,-76,-86,-143,-165,-98,-1,-1,19,4,3,-1,-2,0,1,-1,283,283,283,276,263,283,240,247,274,286,295,13.83373895,13.70451519,13.3850715,14.30300363,14.14270877,14.19317755,14.48633323,13.78267829,12.94007407,10.20451731,9.795076685,9.461109173,11.66244911,10.25346386,11.67289368,10.63217118,11.20398364,11.02137343,3.629221639,3.909438502,3.92396233,2.640554516,3.889244912,2.520283864,3.854162052,2.578694647,1.918700638,-0.170786901,-0.128882588,0,-0.044009242,0.044195965,0.353724051,0,-0.044460253,-0.08924189,3.842705265,-24.2728874,-13.8646669,-11.66244911,-3.403089298,-4.1562576,-6.335001994,-7.291481416,-4.283610727,3.671918364,-24.40176999,-13.8646669,-11.70645836,-3.358893333,-3.802533549,-6.335001994,-7.335941668,-4.372852617
50,3,5,13,35,Georgia,Butts County,23655,23695,23786,23609,23438,23218,23341,23520,23736,24067,24192,24936,91,-177,-171,-220,123,179,216,331,125,744,72,280,280,284,282,225,248,270,258,291,40,248,213,276,262,246,255,268,275,278,32,32,67,8,20,-21,-7,2,-17,13,-1,-1,0,-1,-2,1,4,0,-2,-3,54,-208,-241,-227,109,196,218,328,144,727,53,-209,-241,-228,107,197,222,328,142,724,6,0,3,0,-4,3,1,1,0,7,2345,2399,2468,2564,2433,2380,2663,2663,2703,2678,3015,11.81559236,11.90299063,12.17421125,12.11366224,9.602868057,10.49602167,11.29636215,10.6923061,11.84660479,10.46523895,9.054775012,11.83127572,11.25453725,10.49913574,10.79228035,11.2126854,11.3968379,11.31737502,1.350353413,2.848215614,0.342935528,0.859124981,-0.896267685,-0.296258676,0.083676757,-0.704531797,0.529229767,-0.042198544,0,-0.042866941,-0.085912498,0.042679414,0.169290672,0,-0.082886094,-0.122129946,-8.777297183,-10.24507407,-9.73079561,4.682231148,8.365165063,9.226341629,13.7229881,5.967798753,29.59615698,-8.819495727,-10.24507407,-9.773662551,4.59631865,8.407844476,9.395632301,13.7229881,5.884912659,29.47402703
50,3,5,13,37,Georgia,Calhoun County,6694,6697,6697,6625,6565,6596,6506,6534,6359,6389,6353,6189,0,-72,-60,31,-90,28,-175,30,-36,-164,12,70,57,67,44,54,49,49,51,53,3,56,69,70,74,58,66,69,43,49,9,14,-12,-3,-30,-4,-17,-20,8,4,2,1,8,6,-1,3,5,3,2,2,-12,-87,-56,26,-60,30,-163,46,-46,-171,-10,-86,-48,32,-61,33,-158,49,-44,-169,1,0,0,2,1,-1,0,1,0,1,1701,1704,1705,1688,1708,1686,1706,1646,1707,1710,1701,10.50893259,8.642911296,10.18159714,6.716531827,8.282208589,7.601023811,7.687480389,8.005022759,8.451602615,8.407146074,10.46247157,10.63748955,11.29598535,8.895705522,10.23811371,10.82522749,6.749332915,7.813745814,2.101786519,-1.819560273,-0.455892409,-4.579453519,-0.613496933,-2.637089894,-3.137747098,1.255689845,0.637856801,0.150127609,1.213040182,0.911784819,-0.152648451,0.460122699,0.775614675,0.470662065,0.313922461,0.318928401,-13.06110194,-8.491281274,3.951067548,-9.158907037,4.601226994,-25.28503839,7.216818324,-7.220216606,-27.26837825,-12.91097433,-7.278241092,4.862852367,-9.311555488,5.061349693,-24.50942372,7.687480389,-6.906294145,-26.94944985
50,3,5,13,39,Georgia,Camden County,50513,50512,50661,50303,51351,51404,51909,52439,52394,53005,53651,54666,149,-358,1048,53,505,530,-45,611,646,1015,196,786,799,861,798,754,787,807,786,768,46,270,320,313,332,333,353,367,387,372,150,516,479,548,466,421,434,440,399,396,46,-41,244,108,81,126,83,-6,-53,-29,-44,-838,323,-615,-38,-20,-566,178,299,645,2,-879,567,-507,43,106,-483,172,246,616,-3,5,2,12,-4,3,4,-1,1,3,1877,1861,1854,1875,1913,1930,2379,1931,1896,2038,2018,15.56990611,15.71999134,16.7583086,15.4482011,14.45164258,15.01435617,15.31323827,14.7389739,14.18059954,5.348441029,6.29586637,6.092160965,6.427071133,6.382489363,6.734520619,6.964012941,7.256975698,6.868727901,10.22146508,9.424124973,10.66614763,9.021129964,8.069153218,8.279835548,8.349225325,7.4819982,7.311871636,-0.812170675,4.800598107,2.10208749,1.568050487,2.414995975,1.583470854,-0.113853073,-0.993849385,-0.535465347,-16.59997623,6.354890118,-11.97022043,-0.735628624,-0.383332694,-10.79812654,3.377641154,5.606810681,11.90948789,-17.4121469,11.15548823,-9.868132938,0.832421864,2.031663281,-9.21465569,3.263788082,4.612961296,11.37402255
50,3,5,13,43,Georgia,Candler County,10998,10999,11025,11209,11102,10960,10865,10873,10849,10706,10827,10803,26,184,-107,-142,-95,8,-24,-143,121,-24,38,151,158,150,147,126,132,129,135,130,14,128,133,113,134,142,156,137,121,125,24,23,25,37,13,-16,-24,-8,14,5,-2,0,-2,11,7,15,10,4,2,2,3,162,-132,-195,-115,11,-9,-138,105,-30,1,162,-134,-184,-108,26,1,-134,107,-28,1,-1,2,5,0,-2,-1,-1,0,-1,287,289,298,288,281,290,282,263,277,284,267,13.58280112,14.16341715,13.59804188,13.47079038,11.59260282,12.15357702,11.96938065,12.53889379,12.02034212,11.51389763,11.92237013,10.24385822,12.27949599,13.06467936,14.3633183,12.71166783,11.23856406,11.55802127,2.068903481,2.241047017,3.354183664,1.191294387,-1.472076548,-2.209741276,-0.742287172,1.300329727,0.462320851,0,-0.179283761,0.997189738,0.641466209,1.380071764,0.920725532,0.371143586,0.18576139,0.18492834,14.57227669,-11.83272825,-17.67745445,-10.53837342,1.012052627,-0.828652979,-12.80445372,9.752472949,-2.773925104,14.57227669,-12.01201201,-16.68026471,-9.896907216,2.392124391,0.092072553,-12.43331014,9.938234338,-2.588996764
50,3,5,13,45,Georgia,Carroll County,110527,110570,110655,110728,111412,112265,113933,114461,116077,117390,117997,119992,85,73,684,853,1668,528,1616,1313,607,1995,384,1498,1516,1403,1446,1467,1497,1543,1510,1535,186,987,861,964,981,1078,998,1151,1097,1093,198,511,655,439,465,389,499,392,413,442,26,57,86,168,83,117,144,96,91,55,-138,-496,-34,254,1095,34,974,825,105,1494,-112,-439,52,422,1178,151,1118,921,196,1549,-1,1,-23,-8,25,-12,-1,0,-2,4,3583,3521,3442,3649,3728,4654,4086,3917,4118,3679,4111,13.53310778,13.64905015,12.54487498,12.78525893,12.84622188,12.98701299,13.21814218,12.82993538,12.89975587,8.916673819,7.751868191,8.619571972,8.673816745,9.439827666,8.658008658,9.860065877,9.320820606,9.18529848,4.616433963,5.897181957,3.925303004,4.111442188,3.406394214,4.329004329,3.358076302,3.509114777,3.714457391,0.514944689,0.774286486,1.50216607,0.733870326,1.024545303,1.24925175,0.822386033,0.773194781,0.462206236,-4.480922203,-0.306113262,2.271132034,9.681783217,0.297731114,8.449800033,7.067379972,0.892147825,12.55520213,-3.965977514,0.468173224,3.773298104,10.41565354,1.322276417,9.699051783,7.889766006,1.665342606,13.01740837
