SCORE,TEXT,_ID,_REV
0,Gostei de um vídeo @YouTube de @brksedu http://t.co/lW8qjnIA3S GANHAMOS UM HEADSET ROSA?! (HyperX Cloud II),39a8829af51c5874783e669a4a98b81d,1-198a7923953112cff3d2493ba27ba825
0,@Dropboxbusiness more than place to just store files. Work better...together. http://t.co/cRBWaU9XaG @verge #cloud #collaboration #education,90a717dce2a7a6a4bed090c5188cc095,1-f8f9c5ac25fbad7709188b107a95d0a3
0,STAY OFF MY CLOUD.  ~ Via @NPR: Wherever You Go, Your Personal Cloud Of Microbes Follows http://t.co/4TseZ2OBCT,a059ae73f14ff6ca2baac97cacf6cfb0,1-a02a6470dc53a95737d5bd0120220900
0,SLOW! Test "Cross-Cloud: GET at Google Cloud (Google Cloud DNS)" response was slow http://t.co/HNImRDd832,34cbba8d0f84e476d610166e9c842295,1-7e91088272fe1e2c15ffc6a313b34c51
5,Photo: Clear Sky by -

Scenic View of clear sky
Keywords: Beautiful Blue Cloud Landscape Light Outdoors Scenic Sky … http://t.co/NXfYkFZ3e4,25f65eaccd4371fc7edb5360cdf8a485,1-4be0258114cc1879f38df1c57d55b22e
0,Huawei to train 10000 engineers in cloud tech - RCR Wireless News http://t.co/In31Fw3zZS,e26d5d10f91561e81e3777efe0f22019,1-85851e0a21d199c031906ebb9cf78cc6
0,RT @Oracle: When Do #Cloud #Databases Make Sense? http://t.co/KADxMNljoa http://t.co/ZtsjxGMrex,cd5a496a954dfe52e1a328c771d7be5e,1-5aa6d8a5e2b206b64b7066a79f143cf0
0,You’re surrounded by a cloud of bacteria as unique as a fingerprint – Washington Post http://t.co/FxDNHsRIz9,9ad688976d4e6263c06aac86bf5d9b0b,1-0968b0c1526ac000d51ccc04627d24d8
0,Building Systems Design, Inc. Releases Cloud Version of BIM Linking Product https://t.co/Z3t1GEWDW9,e8f187c46c2ea294c173fcab1e1e545c,1-1ceac06ea59ab3a254ad94e662c5abd1
0,Global Mobile Cloud Market - By User Type, End User Industry, Vendors and Geography ...,9ad688976d4e6263c06aac86bf5dc78e,1-7c10f40e453688e4b124b350beff4241
7,RT @Econsultancy: Want to see a word cloud of our most popular blog headlines from 2015? Well here it is anyway. Examples FTW it seems http…,8a763a890ce1101c1f42f2ff03ae3737,1-ca856f8aeff479647ddfdd77bb4df5ed
0,https://t.co/0u32CAXbTk RT SPM_Artwork: http://t.co/cu4og2Eelu #art #popart #artist #painting #cloud #redheads … http://t.co/U1KHF41PIt,39a8829af51c5874783e669a4aa45899,1-c7ce02ded0cae8ef6669f459014b921b
0,@kaylama54674519 RT @Circle_R185: @Circle_R185 Verizon Cloud - https://t.co/4p2m0kDzkO,90a717dce2a7a6a4bed090c518970b89,1-da2cac930a7925f77b796935be123d0d
0,我在痞客邦 PIXNET 新增了篇文章：韓海 feat.Bumkey - 雲朵 (Don't Put Me On A Cloud) / 구름 http://t.co/IZz81f1ywV,a059ae73f14ff6ca2baac97cacfb8229,1-154e3acf4b5bcf979b4a846ad24c858d
0,Gostei de um vídeo @YouTube de @brksedu http://t.co/RLVoXFgxac GANHAMOS UM HEADSET ROSA?! (HyperX Cloud II),8a763a890ce1101c1f42f2ff03ae77e5,1-5be703f6645851193340f5f9df06707e
-5,RT @hannahjwaters: My updated list of daily meditations: "Nothing matters." "You will die broken, alone and with nothing." "You are a cloud…,782def5772ad9ac515ff6e9c25031b1c,1-ba0d303cf1dc99d22fdb8a1231e37cd4
4,ِA Major miracle | Masjid e Nabwi in Dark Cloud Must watch (SK~Chhutta) http://t.co/3ZnvCTJA8f,cd5a496a954dfe52e1a328c771dd7abe,1-64e750055b0ff07a301aa47a77f086a5
0,RT @PeterJeavonsUK: How to thrive using Cloud in an increasingly digital Ecosystem. http://t.co/ynOFNiIc0n,782def5772ad9ac515ff6e9c25040201,1-ad90995163d7c4282eca660c9d0688b4
2,@hopefulcyborg @da_667 I'd like a cloud forge, provided it can be used with my regular hammers.,8a763a890ce1101c1f42f2ff03af727f,1-c10887a1c4c1752dfd04fda3a1447bd9
2,RT @EarnKnowledge: This is what a Lenticular cloud over Mount Fuji looks like. http://t.co/21xXQeXWEb,0c1ac9933271c678eddd3f9a466af614,1-acde317cddf712a61fe3f4edf6ad64cf
-5,BREATH IN, FART OUT, DIE LONELY https://t.co/I02eFL2RQN,25f65eaccd4371fc7edb5360cdff855f,1-f8537fec1419b89ed34fae5c7ae62c4e
0,RT @CBSHealth: You're walking around in a "microbial cloud" of bacteria as unique as your fingerprint: http://t.co/mq60NVd7Mj http://t.co/Q…,39a8829af51c5874783e669a4aaa29ab,1-7715e17c05bbae95abf3cb9f49b7c2f5
0,@junakabisque hereee http://t.co/NivE6Xfepd ini lagu berasa suara hati Cloud tuk kakanda Zack XD,8a763a890ce1101c1f42f2ff03b0c9fc,1-1eec7715a7ef150392abde260912063d
1,#FreeCloudSpaceForever Let's both get it for free! Install QuickPic &amp; enter my invitation code [ 813416 ]:https://t.co/kJn96NPRu3,90a717dce2a7a6a4bed090c518a1e7ed,1-04b9963f36156697b0d9ae54ad7e6284
0,People emit a unique "microbial cloud" of bacteria, study finds - CBS News http://t.co/3GeMdfy8Vc #News #science,0c1ac9933271c678eddd3f9a466d151e,1-6d40a754715974dd223678a30429bb84
0,Gostei de um vídeo @YouTube de @brksedu http://t.co/GDHbU3wbkL GANHAMOS UM HEADSET ROSA?! (HyperX Cloud II),cd5a496a954dfe52e1a328c771e1b44e,1-6177f1ed088a44366b3937e21f0d6ffb
3,Beautiful cloud formation over Lexington, NC on a flight I took last week from ATL to IAD. http://t.co/fsWI4XTKBY,90a717dce2a7a6a4bed090c518a21ad0,1-7d7fcb28a84553554de0d6931838f7b2
0,Rencontrez nos Spécialistes #Cloud Stand #8 - Salon @CQCD_express #ecommerce - 1er Octobre 2015 au Palais des Congrè…https://t.co/m9DfAzUo9A,34cbba8d0f84e476d610166e9c8dc64d,1-1862f4fff8e2334a80672b4d03eee976
0,“Try to be a rainbow in Someone’s cloud.” Maya Angelou,90a717dce2a7a6a4bed090c518a57b73,1-7e9bf508e55e3ae635b6bc888ebe92b4
0,I look forward to sharing my thoughts at the @Cloud_Council summit.  https://t.co/gL6ZsjlQFG,0c1ac9933271c678eddd3f9a46716ce5,1-494e61c36de27d391aae391ba88b9aeb
0,Photo: Sea by -

Landscape view of Sea
Keywords: Blue Cloud Island Ocean Ripple Sky Wilderness aqua aquatic beauty … http://t.co/v5uETPr8lG,90a717dce2a7a6a4bed090c518a60c28,1-e45c514eb86135506a79ec77d416e190
0,Gostei de um vídeo @YouTube de @brksedu http://t.co/OnMoUaIYA7 GANHAMOS UM HEADSET ROSA?! (HyperX Cloud II),34cbba8d0f84e476d610166e9c8e567b,1-8fa93fef1131a89ead19384dd8a63a02
0,Integrating a hybrid environment now a #CIO core competency. http://t.co/dvNUDJYlgl #cloud #API,cc9fa82ca31770a0455ebfaab702b2e3,1-c900d873eaf659bf31f378d019e1aaf2
2,RT @EarnKnowledge: This is what a Lenticular cloud over Mount Fuji looks like. http://t.co/21xXQeXWEb,b4292ddbcb49fec7183f13ceb8029de7,1-acde317cddf712a61fe3f4edf6ad64cf
1,RT @IBM_NEWS: IBM Cloud Security Enforcer can now make "bring your own" cloud apps safe for work  http://t.co/1pYGlkNQ2z #CloudEnforcer @IB…,9ad688976d4e6263c06aac86bf6849cf,1-31fcde7b19b8a0fa9507339ece9c378c
2,RT @EarnKnowledge: This is what a Lenticular cloud over Mount Fuji looks like. http://t.co/21xXQeXWEb,cc9fa82ca31770a0455ebfaab703c01c,1-acde317cddf712a61fe3f4edf6ad64cf
0,#IBMCloud #IBMSecurity  #CloudEnforcer  #CloudSecurity  https://t.co/vElOUbGxf8,9ad688976d4e6263c06aac86bf685937,1-9a28e862fb51e21b5a6b33d2e747411c
0,@veronicacintron here- flying at 28,000 ft now heading to TPA from Havana...cool storm cloud @bn9weather! http://t.co/JnKkkhhszE,e26d5d10f91561e81e3777efe0fc41bf,1-74118a1e30a43697be921e640bb4c8fd
-1,Two steps above that nimbus cloud my limits is low when I'm smoking on that loud focusing on that now.,34cbba8d0f84e476d610166e9c90889a,1-d169aacf626382b3caa62f8237a29350
1,RT @DevOpsSummit: Join @xMatters_Inc at @DevOpsSummit Silicon Valley ▸ http://t.co/xTGzO0LVYJ #IoT #API #Cloud #BigData #DevOps #Containers…,e26d5d10f91561e81e3777efe0fd3290,1-28f439d008530675eacb9b40b0ee7aec
0,The 'Pig-Pen' in each of us: People emit their own personal microbial cloud http://t.co/i5VBkhRHnZ,b4292ddbcb49fec7183f13ceb803b7a2,1-bf822bc674c6e5d4203b4265512b6c7a
-3,I hate how I have to turn the wifi off at school to listen to sound cloud or spinrilla,34cbba8d0f84e476d610166e9c90ec47,1-88b5ca070b1894d784cd0d73dc7f3b2a
0,RT @msdynamicsworld: #MSDynGP Partners Kick Off #ReIMAGINE2015 With Calls for #Cloud, Productivity, Repeatability https://t.co/qMj2PZEGPv #…,b4292ddbcb49fec7183f13ceb803d183,1-b5c63491a9a6a47660d38cff8065d0e1
0,RT @Myhaverphoto: 'Cloud Drama' by Mark Myhaver #photography #myhaverphotography #art http://t.co/iKW5y3cAcJ,8a763a890ce1101c1f42f2ff03b690c6,1-1aa3101a56006ae2d4f856665ca3a3b1
0,Ich habe ein @YouTube-Video von @brksedu positiv bewertet: http://t.co/cmUJLLlCUp GANHAMOS UM HEADSET ROSA?! (HyperX Cloud II),cd5a496a954dfe52e1a328c771ea6ddd,1-f21d7bef5c2f1f96ca6ec8be74a0abf3
-5,RT @hannahjwaters: My updated list of daily meditations: "Nothing matters." "You will die broken, alone and with nothing." "You are a cloud…,e8f187c46c2ea294c173fcab1e2d047e,1-ba0d303cf1dc99d22fdb8a1231e37cd4
0,With clang despised the ground, under a cloud,cd5a496a954dfe52e1a328c771eadeb2,1-b2b3f75014716c6c2169defc94d619e5
0,Gravitas | Upping the Cloud Event - 3rd September 2015: http://t.co/c2GHeVlcQQ via @YouTube,39a8829af51c5874783e669a4ab38e73,1-c325d210a0541358ad8c2303f47ef428
0,Webcast: Strategies for Streamlining #Cloud App Access and Security http://t.co/fY9syt54fR #IAM #SaaS,e8f187c46c2ea294c173fcab1e2eeb69,1-847cb1a151dcf8923c6539c637683ff5
0,RT @3D_News: Репортаж с облачного конгресса Huawei Cloud Congress 2015 http://t.co/WlYe9GncVr #3DNews http://t.co/iDWK1i2VX6,39a8829af51c5874783e669a4ab3b24c,1-953c790ed143da71eee02fad26d90e98
0,Every person emits a unique blend of microbes into the air, and this "microbial cloud" is… http://t.co/HgT8JohZcd http://t.co/uy7VSm9zTt,cc9fa82ca31770a0455ebfaab70bda6d,1-3dcae88db9e47c84a9c693803bc90f09
2,RT @EarnKnowledge: This is what a Lenticular cloud over Mount Fuji looks like. http://t.co/21xXQeXWEb,90a717dce2a7a6a4bed090c518aad711,1-acde317cddf712a61fe3f4edf6ad64cf
4,Join me in Cloud Raiders - the best Action Strategy game in the world! Play now! #CloudRaiders http://t.co/K2PP38FsPg,9ad688976d4e6263c06aac86bf6eae38,1-a3390be680c563b8e246db0ff17f00e0
-3,RT @getwired: Threat protection against mobile devices exists in the cloud, and within networked apps. No longer on the device itself. That…,34cbba8d0f84e476d610166e9c959387,1-23a1d2e945b25a4505cd06d0c82ea2b4
0,You're walking around in a "microbial cloud" of bacteria as unique as your fingerprint: http://t.co/y8wqCT6ne7 http://t.co/2NcmbBxxPP,34cbba8d0f84e476d610166e9c95caf8,1-3627476c88f09b92e2a2f016f5bee66a
3,RT @Mr_BRouse: Last chance offer of £20 off registration for #giesummit London Cloud Camp http://t.co/P8LUpNyvFW Join us for #gafe related …,782def5772ad9ac515ff6e9c2513ccf4,1-c16a27148a6c0c7313e07a2018216494
0,#Cloud : Google certifié ISO sur la protection des données personnelles http://t.co/3JibsxBG4e http://t.co/60jZ6bILqM,8a763a890ce1101c1f42f2ff03c01d19,1-0442dc96dc37a8aca81e43e3f0bdffeb
0,#Cloud : Google certifié ISO sur la protection des données personnelles http://t.co/oAEABf2eOD http://t.co/4ck2AeJHKo,0c1ac9933271c678eddd3f9a467bc00c,1-85c5b9eed16b48815ba3008db2ceac4d
0,I look forward to sharing my thoughts at the Cloud_Council summit.  https://t.co/YcQ3kWLrDe,39a8829af51c5874783e669a4ab854a8,1-833b9b8a5c03cb3318bbf828c2cdeac9
3,RT @TheSMEClub: If you've been considering cloud computing, read this great expert piece from @AxonIT first: http://t.co/tYeZlqxMot,4f58996e9fb29e2240f8b4efa606ba75,1-41f14dce8c20028814443e6c95c34dd3
3,RT @ScienceDaily: We Share Our Microbial Cloud Like 'Pig-Pen' http://t.co/atlLd9yLWL http://t.co/LO7839Phhd,b4292ddbcb49fec7183f13ceb80f66d8,1-992e92a5ffe6329e7364cdea5db157c0
0,Every person emits a unique blend of microbes into the air, and this "microbial cloud" is… http://t.co/fE3luvSB2K http://t.co/LZpgspPsHj,cd5a496a954dfe52e1a328c771f2dfc8,1-2af3ef45e1e8f883fd89c62b5df6d80b
2,RT @Huawei: Over 10,000 attendees explored opportunities &amp; challenges in the #cloud era at #HCC2015: http://t.co/vPoRg4QycN http://t.co/D0f…,0c1ac9933271c678eddd3f9a467d2ee1,1-0986e12b3e087bb4e78da6c69514eb24
0,RT @oracle_es: Oracle se encuentra en el primer tiempo de juego del #Cloud http://t.co/JmmVmO2OeH,cd5a496a954dfe52e1a328c771f2f92b,1-b267b80a588e8e270963dd39074a674f
0,Ganggggg Pollari n Espy both go in too https://t.co/52zar74ERd,cc9fa82ca31770a0455ebfaab71303f9,1-6a74cc631119c530a232696b1d05fee5
0,RT @robinpedrero: I titled this #ocean #sky cloud piece "Beyond" http://t.co/xyi5Vl9RYq http://t.co/gDqYIGLTvr,782def5772ad9ac515ff6e9c2516eeac,1-c5679911988b88c742b2af4326bbe434
0,Gostei de um vídeo @YouTube de @brksedu http://t.co/Sm6n2ITOYQ GANHAMOS UM HEADSET ROSA?! (HyperX Cloud II),90a717dce2a7a6a4bed090c518b279e9,1-0c1eb34258e02b2b6c9d48abeffbb325
2,RT @flowgear: API as competitive factor: iPaaS in the Age of IoT and Multi-Cloud Environments http://t.co/HDqoUPXEsk by @ReneBuest http://t…,b4292ddbcb49fec7183f13ceb813c708,1-7f0b958fc1272a064d4fc4e23795882c
2,RT @EarnKnowledge: This is what a Lenticular cloud over Mount Fuji looks like. http://t.co/21xXQeXWEb,4f58996e9fb29e2240f8b4efa60a121a,1-acde317cddf712a61fe3f4edf6ad64cf
0,RT @CruInnerCity: "Reading burns more calories than watching TV"- Dr. Henry Cloud,e8f187c46c2ea294c173fcab1e3b1cab,1-7e89312f5cf857172d4c09dcf5c3711b
-5,RT @hannahjwaters: My updated list of daily meditations: "Nothing matters." "You will die broken, alone and with nothing." "You are a cloud…,782def5772ad9ac515ff6e9c25190fcc,1-ba0d303cf1dc99d22fdb8a1231e37cd4
2,RT @EarnKnowledge: This is what a Lenticular cloud over Mount Fuji looks like. http://t.co/21xXQeXWEb,8a763a890ce1101c1f42f2ff03cba35d,1-acde317cddf712a61fe3f4edf6ad64cf
0,Gostei de um vídeo @YouTube de @brksedu http://t.co/lTX4MtdWLv GANHAMOS UM HEADSET ROSA?! (HyperX Cloud II),cc9fa82ca31770a0455ebfaab7198340,1-32e5c4c6fbe6b8fe8376f71209f762a7
0,RT @SecurityWeek: Webcast: Strategies for Streamlining #Cloud App Access and Security http://t.co/fY9syt54fR #IAM #SaaS,0c1ac9933271c678eddd3f9a46808ca7,1-995bbf6db2cab875e6437d8d7a655957
0,https://t.co/0u32CAXbTk Photo: Sea by -

Landscape view of Sea
Keywords: Blue Cloud Island Ocean Ripple Sky Wilde… http://t.co/mi12EqbXhX,34cbba8d0f84e476d610166e9ca350d8,1-1f51149f8da9aea161c9b41e877dac59
2,RT @Mythmatix420: Wear designer denim once dude and you'll feel the difference. Shits feel like you're wearing a cloud. Quality too. I've h…,782def5772ad9ac515ff6e9c251d392c,1-b842a72d21bd15d94f59d7fe8b5da271
0,http://t.co/P5KXe0xqDp ShowDrive aims to combine broadcast DVR with cloud storage http://t.co/5J7g6wkxPw http://t.co/XHgH3va2Tb,cd5a496a954dfe52e1a328c771f97215,1-574ba628bf04c1da77f497a5bb6a3738
